writer_id,proposition_id,paragraph_type,model_name,model_input_condition,model_mitigation_condition,writer_stance,writer_stance_polarity,writer_confidence,writer_knowledge,writer_importance,paragraph_relevance,paragraph_clarity,paragraph_formality,paragraph_informativeness,paragraph_originality,writer_friendliness,writer_optimism,writer_community,writer_openness,paragraph_hope,paragraph_excitement,paragraph_fear,paragraph_disgust,paragraph_anger,writer_affect_x,writer_affect_y,writer_age,writer_age_binned,writer_gender,writer_race,writer_english_first,writer_english_skills,writer_education,writer_income,writer_politicalParty,writer_politicalIdeology
63f77d3124200f797c299213,125,writer,anthropic/claude-sonnet-4,bullets-based,none,1.0,98.0,89.4,73.8,88.4,90.6,90.8,33.8,60.4,67.4,41.2,41.6,62.2,5.6,33.6,20.4,59.0,79.2,76.6,14.796000000000001,39.39,30.6,18-29,Female,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Liberal Democrats,Moderately Left-Wing
5cd4ad19f014930017d35d6a,378,writer,anthropic/claude-sonnet-4,bullets-based,prompting,92.5,85.0,79.0,78.5,71.5,74.5,86.0,56.25,77.5,53.75,63.0,61.75,56.5,41.5,64.0,57.0,7.75,5.5,5.5,76.83500000000001,41.730000000000004,29.25,30-39,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Conservative,Centrist
673c523b78c1355117a2e649,230,model,anthropic/claude-sonnet-4,bullets-based,none,70.8,41.6,77.8,74.6,77.8,78.8,88.0,70.0,69.2,53.6,64.4,71.4,76.4,64.4,51.4,35.2,31.8,26.4,31.4,44.338,40.910000000000004,37.2,18-29,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
6732a0596021ef9a4ca8a50c,298,writer,anthropic/claude-sonnet-4,bullets-based,none,29.0,42.0,58.75,39.5,43.5,44.25,34.75,43.5,36.25,37.25,40.75,47.25,52.5,36.25,33.25,22.75,37.5,13.0,20.0,54.635000000000005,54.2325,35.5,30-39,Male,White,Yes,Expert,Vocational qualification,"£25,000-£34,999",Labour,Moderately Left-Wing
659564aceb34fc083308364d,248,model,anthropic/claude-sonnet-4,bullets-based,reranking,60.0,78.0,86.25,44.5,69.0,82.5,73.75,39.25,70.5,50.0,28.75,47.0,72.25,20.25,32.5,28.0,19.0,9.0,19.5,64.14,43.5225,40.25,18-29,Male,White,Yes,Expert,A-levels or equivalent,"£75,000-£99,999",Conservative,Moderately Right-Wing
67b81b580ea210c967a169db,375,edited,anthropic/claude-sonnet-4,bullets-based,none,0.0,100.0,97.33333333333333,79.83333333333333,93.0,93.83333333333333,96.0,76.5,60.833333333333336,35.833333333333336,33.333333333333336,37.666666666666664,46.666666666666664,10.833333333333334,24.0,14.833333333333334,63.0,69.83333333333333,62.0,17.978333333333335,31.486666666666665,35.166666666666664,18-29,Female,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Conservative,Moderately Left-Wing
6738d80a0e95a065d6056a35,344,model,anthropic/claude-sonnet-4,bullets-based,reranking,86.5,73.0,85.0,74.5,81.33333333333333,72.33333333333333,82.16666666666667,62.0,45.5,29.666666666666668,52.333333333333336,56.166666666666664,72.16666666666667,48.666666666666664,33.833333333333336,15.333333333333334,35.833333333333336,24.333333333333332,27.333333333333332,33.36166666666667,38.836666666666666,35.666666666666664,30-39,Male,White,Yes,Expert,Undergraduate degree,"£75,000-£99,999",Labour,Moderately Left-Wing
58d215787c08be0001c24263,242,model,anthropic/claude-sonnet-4,bullets-based,reranking,93.6,87.2,75.0,77.6,74.8,73.2,77.8,56.0,58.8,42.4,65.2,52.0,76.6,19.2,50.4,20.8,33.4,19.6,25.8,45.848,53.275999999999996,33.8,30-39,Male,Asian,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
5968faa25a5fe3000115c53a,200,writer,anthropic/claude-sonnet-4,bullets-based,prompting,40.4,36.8,40.0,51.2,44.8,72.4,45.6,41.2,45.4,48.8,64.0,61.2,63.4,63.2,54.2,19.4,19.0,8.8,10.2,43.414,58.33,36.2,30-39,Male,White,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Liberal Democrats,Centrist
60a3eb1bb800b269bcd22250,261,writer,anthropic/claude-sonnet-4,bullets-based,none,48.8,8.0,29.8,23.8,8.4,46.8,55.8,24.6,16.0,15.4,57.0,52.6,39.6,59.6,31.0,13.2,15.6,3.4,1.2,58.588,76.08200000000001,26.8,18-29,Male,White,Yes,Intermediate,Undergraduate degree,"£25,000-£34,999",Did not vote,Centrist
669dd02df8ab680490aec1c0,372,writer,anthropic/claude-sonnet-4,bullets-based,none,90.6,81.2,81.2,50.6,75.4,74.4,81.8,38.6,34.0,21.2,47.8,40.0,64.6,14.4,35.2,19.8,44.4,46.2,48.6,24.992,29.339999999999996,32.4,18-29,Female,White,Yes,Advanced,GCSEs or equivalent,"£15,000-£24,999",Greens,Moderately Left-Wing
62e1644279b15af038907925,46,model,anthropic/claude-sonnet-4,bullets-based,none,92.0,84.0,84.8,74.6,87.2,87.2,83.4,72.6,52.6,44.8,52.0,63.8,68.2,19.0,61.2,42.8,31.6,29.0,31.4,49.534000000000006,23.68,34.4,18-29,Female,White,Yes,Advanced,Undergraduate degree,"£25,000-£34,999",Greens,Very Left-Wing
5c3a52a69e794d000129a2dc,109,model,anthropic/claude-sonnet-4,bullets-based,none,1.8,96.4,87.0,70.0,84.8,86.8,87.8,42.2,63.0,29.2,57.0,57.4,75.2,12.4,60.6,46.4,60.2,68.2,67.4,34.692,21.774,39.8,30-39,Female,White,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Liberal Democrats,Moderately Left-Wing
664df024c7ce709382bea0ed,370,writer,anthropic/claude-sonnet-4,bullets-based,reranking,63.2,44.0,60.0,21.6,46.6,38.0,40.4,8.0,11.6,18.0,32.8,41.0,41.8,29.2,39.4,14.4,29.8,26.0,31.6,41.574,52.260000000000005,37.6,18-29,Male,White,Yes,Intermediate,GCSEs or equivalent,"£15,000-£24,999",Conservative,Moderately Right-Wing
5f0b6eb5ea451d0d63b839e7,46,writer,anthropic/claude-sonnet-4,bullets-based,reranking,99.33333333333333,98.66666666666667,95.66666666666667,62.0,80.0,88.5,75.83333333333333,17.166666666666668,30.833333333333332,28.0,42.666666666666664,27.333333333333332,67.33333333333333,8.333333333333334,25.5,18.166666666666668,43.666666666666664,54.833333333333336,45.666666666666664,30.18166666666667,37.445,26.666666666666668,18-29,Female,White,Yes,Intermediate,GCSEs or equivalent,"£15,000-£24,999",Labour,Moderately Left-Wing
6123eea8454d11a4aab5f42f,181,writer,anthropic/claude-sonnet-4,bullets-based,prompting,91.8,83.6,87.4,77.4,77.8,81.8,81.4,45.2,63.0,56.6,53.6,49.8,66.0,34.8,23.2,5.8,44.8,28.4,33.0,33.142,35.3,40.0,40-49,Male,White,Yes,Intermediate,A-levels or equivalent,"£25,000-£34,999",Other,Centrist
62a71ce6a09aa213bd5c3de9,361,model,anthropic/claude-sonnet-4,bullets-based,none,86.75,73.5,86.0,73.75,81.5,93.75,85.25,74.25,79.0,63.25,71.0,77.75,91.25,43.0,83.0,74.5,17.25,11.5,13.0,73.6275,25.285,36.25,30-39,Male,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Labour,Moderately Left-Wing
67780c3c21fa6d6bc741de92,85,writer,anthropic/claude-sonnet-4,bullets-based,none,70.0,40.0,77.25,34.75,64.25,58.5,73.5,59.25,56.75,50.5,77.75,81.5,72.0,52.5,65.0,52.5,30.5,13.0,16.25,67.8325,34.2675,33.75,18-29,Male,White,Yes,Intermediate,A-levels or equivalent,"£25,000-£34,999",Other,Centrist
666210bd0eda9a70e45939fc,342,writer,anthropic/claude-sonnet-4,bullets-based,prompting,82.0,64.0,83.75,40.5,44.0,48.75,68.0,33.75,41.0,29.0,48.5,24.75,35.75,20.0,26.0,49.5,58.75,49.25,60.5,33.707499999999996,34.91,41.75,50-59,Male,White,Yes,Advanced,Undergraduate degree,"£25,000-£34,999",Reform UK,Moderately Right-Wing
5ad0422dfb109b0001a30f35,385,model,anthropic/claude-sonnet-4,bullets-based,reranking,72.2,47.6,70.6,80.6,83.6,82.0,79.2,62.2,77.2,60.6,70.2,62.8,80.8,44.4,52.2,43.2,53.2,31.2,32.0,50.866,34.306,38.0,40-49,Male,Black,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
56752c4529c5470012d66d5f,186,model,anthropic/claude-sonnet-4,bullets-based,prompting,18.666666666666668,84.66666666666667,72.83333333333333,78.33333333333333,67.5,97.33333333333333,79.16666666666667,76.5,81.16666666666667,62.0,62.0,51.833333333333336,66.66666666666667,43.833333333333336,61.833333333333336,50.666666666666664,51.166666666666664,16.166666666666668,19.666666666666668,56.42333333333334,39.11166666666667,39.0,40-49,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Labour,Centrist
66d9cd06e207a93377f7820e,248,writer,anthropic/claude-sonnet-4,bullets-based,reranking,38.0,48.0,70.2,57.6,71.8,72.6,57.2,39.6,40.2,41.4,46.2,53.8,53.0,33.4,47.2,40.6,60.8,46.6,66.2,41.702,29.065999999999995,39.4,18-29,Male,White,Yes,Advanced,Undergraduate degree,"£25,000-£34,999",Conservative,Very Right-Wing
5755aa93d856ad00061548a8,361,writer,anthropic/claude-sonnet-4,bullets-based,reranking,82.6,65.2,72.4,69.6,75.4,79.0,79.2,59.0,55.6,40.6,60.4,60.2,65.0,25.8,43.0,35.0,41.0,18.0,31.0,34.158,28.036,30.4,18-29,Female,Asian,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Labour,Moderately Left-Wing
58d5020687b2420001263bbc,54,writer,anthropic/claude-sonnet-4,bullets-based,none,54.5,41.0,39.0,35.5,22.25,51.75,42.75,15.0,27.75,21.25,71.5,39.5,61.5,35.5,52.75,18.25,38.25,19.75,34.25,56.7225,57.3875,27.75,18-29,Female,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Labour,Centrist
60ae777b1f2abe681e903d0d,41,writer,anthropic/claude-sonnet-4,bullets-based,prompting,41.2,65.6,58.0,54.4,60.4,43.0,60.0,33.8,36.4,53.6,44.4,41.2,48.2,27.8,43.6,37.0,45.6,37.8,35.8,46.406,48.384,37.8,18-29,Male,White,Yes,Expert,Vocational qualification,"£35,000-£49,999",Labour,Very Left-Wing
5f562fc05e6f8a000965cbd5,375,model,anthropic/claude-sonnet-4,bullets-based,prompting,19.2,61.6,65.6,72.0,68.4,62.8,68.4,54.8,63.4,53.8,66.0,48.8,59.4,48.2,53.4,37.2,42.0,21.6,32.0,59.884,38.19,34.6,18-29,Female,Black,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Labour,Centrist
61140e361b66a60be143ca4f,52,writer,anthropic/claude-sonnet-4,bullets-based,prompting,16.5,72.0,71.25,69.25,62.75,79.5,78.25,56.75,51.0,40.25,48.25,34.0,64.75,23.0,34.0,35.25,67.25,22.0,46.75,29.555,36.275,31.25,18-29,Male,White,Yes,Advanced,A-levels or equivalent,"£35,000-£49,999",Labour,Centrist
669be8625431243e7a76de47,377,model,anthropic/claude-sonnet-4,bullets-based,prompting,44.0,19.333333333333332,63.0,70.16666666666667,67.5,68.16666666666667,56.166666666666664,67.5,59.5,50.333333333333336,50.0,51.0,46.333333333333336,64.33333333333333,42.333333333333336,24.166666666666668,29.833333333333332,3.0,15.666666666666666,54.14166666666667,49.671666666666674,32.333333333333336,30-39,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Conservative,Moderately Right-Wing
5f6891a45346304e90cd3a22,384,writer,anthropic/claude-sonnet-4,bullets-based,prompting,79.2,58.4,69.0,51.2,77.0,79.4,76.4,57.8,50.6,43.6,67.0,56.6,60.4,40.0,63.6,48.4,37.8,20.6,17.6,62.775999999999996,50.522000000000006,25.8,18-29,Male,Asian,Yes,Advanced,Undergraduate degree,"£25,000-£34,999",Labour,Moderately Left-Wing
5d1de78de01d910019b2b9da,99,writer,anthropic/claude-sonnet-4,bullets-based,none,22.0,56.0,44.75,32.0,46.25,51.25,57.0,43.75,23.0,27.0,56.75,39.5,50.75,64.25,23.5,17.0,11.5,7.0,10.5,46.64,50.387499999999996,42.0,30-39,Female,White,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
5dc86f7c41ba725e863efae5,54,model,anthropic/claude-sonnet-4,bullets-based,reranking,93.75,87.5,93.25,71.25,84.25,83.0,71.0,68.75,48.0,38.5,53.5,43.5,79.5,31.25,45.5,25.0,61.0,48.75,48.5,26.87,33.1075,44.75,40-49,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Centrist
67605623bf2633f5034fe893,370,writer,anthropic/claude-sonnet-4,bullets-based,reranking,47.8,42.8,20.4,8.0,21.2,30.8,27.6,42.2,19.0,20.8,36.4,37.0,45.6,55.2,30.0,22.4,17.6,16.0,32.4,37.946,59.812,32.6,18-29,Male,White,Yes,Intermediate,A-levels or equivalent,"£15,000-£24,999",Reform UK,Moderately Right-Wing
60fd2f1bba7e2d2d63d36050,187,writer,anthropic/claude-sonnet-4,bullets-based,reranking,74.2,50.0,56.0,44.2,62.2,66.8,65.4,34.2,31.8,25.2,72.8,64.8,78.6,49.0,64.4,36.8,23.0,16.6,19.6,74.538,56.574,23.6,18-29,Female,White,Yes,Intermediate,A-levels or equivalent,"£25,000-£34,999",Greens,Moderately Right-Wing
5e1cdd42b6a96c052d4db227,184,model,anthropic/claude-sonnet-4,bullets-based,reranking,37.6,53.6,72.4,77.4,65.4,80.6,73.6,73.4,66.6,63.0,50.8,49.8,65.6,36.0,36.4,27.6,18.6,4.6,11.4,36.71,48.736000000000004,42.6,50-59,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
605c9bd14690163714d1f17e,114,writer,anthropic/claude-sonnet-4,bullets-based,prompting,77.75,55.5,70.5,68.0,82.25,80.0,69.75,59.75,51.0,45.25,43.75,32.25,46.75,43.75,42.75,28.5,45.75,35.0,50.0,37.015,57.254999999999995,29.75,18-29,Female,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Did not vote,Moderately Right-Wing
677709aa168395b382f0477b,368,model,anthropic/claude-sonnet-4,bullets-based,prompting,89.0,78.0,81.0,69.4,70.4,75.2,76.4,61.4,61.8,46.6,62.6,79.0,77.8,48.4,72.4,62.6,15.8,7.2,6.4,76.776,25.34,31.8,30-39,Female,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
62aa591a476ebabe28612a92,361,model,anthropic/claude-sonnet-4,bullets-based,reranking,89.2,78.4,86.4,91.8,82.2,91.0,82.8,84.8,85.8,68.0,55.0,80.2,85.6,34.4,70.8,49.2,22.6,15.2,13.8,70.30199999999999,34.158,33.6,30-39,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Greens,Moderately Left-Wing
5af07de697a14300017d0c4f,41,model,anthropic/claude-sonnet-4,bullets-based,reranking,45.0,10.0,18.4,3.0,3.2,34.4,31.4,7.8,3.6,3.6,35.6,21.0,13.4,27.2,3.2,3.8,2.6,9.2,1.0,43.504000000000005,53.266,27.2,18-29,Male,White,Yes,Intermediate,GCSEs or equivalent,"£15,000-£24,999",Did not vote,Centrist
62a2042e8813ab2f55d8ecf9,176,model,anthropic/claude-sonnet-4,bullets-based,reranking,89.6,79.2,89.0,75.4,77.8,87.2,77.8,74.4,66.6,46.8,45.6,66.0,62.0,29.8,56.2,36.8,20.0,13.8,17.6,67.416,36.872,40.0,30-39,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Conservative,Moderately Right-Wing
67744e9237074809b2e1a2d4,261,model,anthropic/claude-sonnet-4,bullets-based,reranking,4.6,90.8,90.6,70.2,90.2,89.8,94.8,77.4,73.0,36.2,36.6,23.4,61.8,9.8,18.2,13.0,55.0,41.2,48.2,29.042,29.562,48.0,30-39,Male,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Conservative,Moderately Right-Wing
666f1aec64844fbd48cd89b8,52,model,anthropic/claude-sonnet-4,bullets-based,prompting,3.6,92.8,92.0,90.8,84.0,82.6,87.8,79.4,79.2,51.6,51.6,39.6,73.8,24.0,23.4,20.6,46.6,37.8,48.2,30.071999999999996,38.862,36.4,30-39,Female,White,Yes,Expert,Postgraduate degree (Master's),"£50,000-£74,999",Labour,Moderately Left-Wing
6760a844a036a4dfb27a2540,156,model,anthropic/claude-sonnet-4,bullets-based,none,39.6,21.6,34.2,3.2,31.6,62.4,76.6,70.6,17.6,6.4,58.8,43.8,57.2,91.0,16.0,3.8,3.6,3.0,2.4,48.144,51.694,41.0,40-49,Male,Other,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Not eligible to vote,Centrist
6748f0808fc2271e27e73769,280,writer,anthropic/claude-sonnet-4,bullets-based,none,10.0,80.0,73.25,71.5,79.5,77.75,85.5,63.75,70.0,49.5,53.5,42.75,71.25,42.0,32.5,17.75,14.75,9.75,28.5,40.05,42.2925,45.75,18-29,Female,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Labour,Moderately Left-Wing
652af61610858a0642d0e896,46,model,anthropic/claude-sonnet-4,bullets-based,reranking,6.6,86.8,67.8,53.0,41.4,64.0,73.2,58.4,40.4,44.4,23.2,32.4,36.4,22.0,22.2,8.4,7.0,8.4,6.0,42.946,61.06,31.4,18-29,Male,White,Yes,Expert,Undergraduate degree,"£25,000-£34,999",Reform UK,Moderately Right-Wing
66df30cd83be2141a34ecfb0,370,model,anthropic/claude-sonnet-4,bullets-based,none,32.0,90.66666666666667,90.5,85.0,79.5,81.16666666666667,87.0,88.83333333333333,75.16666666666667,67.5,58.5,59.666666666666664,71.0,24.0,34.166666666666664,31.0,10.166666666666666,8.833333333333334,5.5,54.72,44.20166666666666,45.0,40-49,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Conservative,Centrist
6118381941c6950447bee772,374,model,anthropic/claude-sonnet-4,bullets-based,prompting,77.25,54.5,78.25,62.5,68.5,78.5,73.75,72.75,55.25,22.75,52.75,57.0,44.25,37.5,57.0,26.25,21.75,5.25,6.5,55.457499999999996,42.5,43.75,18-29,Male,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Conservative,Moderately Right-Wing
661149a91b7fad3a3d2caf0c,357,writer,anthropic/claude-sonnet-4,bullets-based,reranking,3.8333333333333335,92.33333333333333,89.5,58.666666666666664,64.16666666666667,71.83333333333333,70.66666666666667,34.5,36.666666666666664,22.166666666666668,50.5,46.0,61.333333333333336,10.666666666666666,29.5,5.5,33.333333333333336,25.666666666666668,31.166666666666668,29.395,49.285000000000004,36.666666666666664,30-39,Male,White,Yes,Intermediate,GCSEs or equivalent,"£25,000-£34,999",Labour,Moderately Left-Wing
66620cf0297a4b3c61f5a8ee,171,model,anthropic/claude-sonnet-4,bullets-based,none,21.6,96.8,92.4,76.4,88.6,93.2,87.6,79.0,79.4,64.4,53.8,32.2,66.0,2.8,41.4,9.4,42.2,46.6,50.2,27.116000000000003,30.592000000000002,36.8,18-29,Male,White,Yes,Expert,Undergraduate degree,"£35,000-£49,999",Labour,Moderately Left-Wing
60ae777b1f2abe681e903d0d,41,edited,anthropic/claude-sonnet-4,bullets-based,prompting,2.4,95.2,88.8,85.6,88.8,92.8,96.8,91.0,64.2,56.2,50.2,18.0,73.0,25.0,37.6,9.6,64.0,27.2,40.2,27.151999999999997,26.060000000000002,43.4,40-49,Male,White,Yes,Expert,Postgraduate degree (Master's),"£50,000-£74,999",Conservative,Moderately Left-Wing
605ed50de1f34b77863d970c,378,writer,anthropic/claude-sonnet-4,bullets-based,prompting,94.0,88.0,86.4,77.2,79.0,88.0,90.8,46.4,53.6,40.4,59.2,71.2,74.4,33.4,74.8,53.0,15.2,4.4,5.0,72.154,40.80200000000001,36.4,18-29,Male,White,Yes,Intermediate,Undergraduate degree,"£25,000-£34,999",Not eligible to vote,Centrist
56e59ae1b2093a000c4f138d,377,model,anthropic/claude-sonnet-4,bullets-based,reranking,97.6,95.2,86.2,77.8,82.2,85.4,89.4,78.4,70.4,41.2,55.0,54.0,87.6,15.0,62.2,43.6,24.2,18.2,28.2,45.868,26.589999999999996,40.8,40-49,Male,White,Yes,Expert,Postgraduate degree (Master's),"£35,000-£49,999",Conservative,Moderately Right-Wing
68b8749a3d71d5c2cc75fee3,125,edited,anthropic/claude-sonnet-4,bullets-based,none,92.0,84.0,85.0,55.75,66.75,78.0,70.0,66.0,67.0,44.25,37.25,38.0,44.0,11.75,25.75,33.0,38.0,43.5,40.25,43.1225,31.645,50.25,60-69,Male,White,Yes,Expert,Undergraduate degree,"£50,000-£74,999",Reform UK,Very Right-Wing
6164256a8457e9ee1af3a65e,242,model,anthropic/claude-sonnet-4,bullets-based,prompting,68.2,40.4,59.8,70.0,63.4,78.8,61.6,69.2,44.8,41.2,50.0,70.0,66.2,74.6,59.4,13.6,55.0,17.4,18.4,36.818,43.138,42.0,30-39,Female,White,Yes,Advanced,Undergraduate degree,"£35,000-£49,999",Liberal Democrats,Moderately Left-Wing
